AvgSpotLen_l	BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	genotype_s	Assay_Type_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	ecotype_s	source_name_s
50	SAMN01103785	SRX174278	GSM981061: suvh7 BS-seq	2012-08-07	6737	6602	2013-01-11	SRR534254	SRS353508	GSM981061	suvh7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103786	SRX174279	GSM981062: suvh8 BS-seq	2012-08-07	13329	14902	2013-01-11	SRR534255	SRS353509	GSM981062	suvh8	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103787	SRX174280	GSM981063: suvh9 BS-seq	2012-08-07	11682	12479	2013-01-11	SRR534256	SRS353510	GSM981063	suvh9	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103788	SRX174281	GSM981064: suvh10 BS-seq	2012-08-07	11137	12227	2013-01-11	SRR534257	SRS353511	GSM981064	suvh10	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103789	SRX174282	GSM981065: suvr1 BS-seq	2012-08-07	12321	13250	2013-01-11	SRR534258	SRS353512	GSM981065	suvr1	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103790	SRX174283	GSM981066: suvr2 BS-seq	2012-08-07	9134	9270	2013-01-11	SRR534259	SRS353513	GSM981066	suvr2	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103791	SRX174284	GSM981067: suvr3 BS-seq	2012-08-07	12707	14006	2013-01-11	SRR534260	SRS353514	GSM981067	suvr3	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103792	SRX174285	GSM981068: suvr5 BS-seq	2012-08-07	11760	12524	2013-01-11	SRR534261	SRS353515	GSM981068	suvr5	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103793	SRX174286	GSM981069: suvr1/2/3/4/5 BS-seq	2012-08-07	13640	15066	2013-01-11	SRR534262	SRS353516	GSM981069	suvr1/2/3/4/5	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103794	SRX174287	GSM981070: vim1 BS-seq	2012-08-07	12772	13950	2013-01-11	SRR534263	SRS353517	GSM981070	vim1	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103795	SRX174288	GSM981071: vim2 BS-seq	2012-08-07	10723	11808	2013-01-11	SRR534264	SRS353518	GSM981071	vim2	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103796	SRX174289	GSM981072: vim3 BS-seq	2012-08-07	13107	14565	2013-01-11	SRR534265	SRS353519	GSM981072	vim3	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
50	SAMN01103797	SRX174290	GSM981073: vim1/2/3 BS-seq	2012-08-07	11755	12541	2013-01-11	SRR534266	SRS353520	GSM981073	vim1/2/3	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	66	66	2015-06-08	SRR2056859	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	93	96	2015-06-08	SRR2056860	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	96	99	2015-06-08	SRR2056861	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	100	104	2015-06-08	SRR2056862	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	104	109	2015-06-08	SRR2056863	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	108	114	2015-06-08	SRR2056864	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	112	119	2015-06-08	SRR2056865	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	117	124	2015-06-08	SRR2056866	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	65	66	2015-06-08	SRR2056867	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	67	68	2015-06-08	SRR2056868	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	70	71	2015-06-08	SRR2056869	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	68	69	2015-06-08	SRR2056870	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	72	74	2015-06-08	SRR2056871	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	76	77	2015-06-08	SRR2056872	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	78	80	2015-06-08	SRR2056873	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	80	82	2015-06-08	SRR2056874	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	76	77	2015-06-08	SRR2056875	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	87	90	2015-06-08	SRR2056876	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	91	94	2015-06-08	SRR2056877	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	94	98	2015-06-08	SRR2056878	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	98	102	2015-06-08	SRR2056879	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	102	107	2015-06-08	SRR2056880	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	71	72	2015-06-08	SRR2056881	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	106	112	2015-06-08	SRR2056882	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	110	117	2015-06-08	SRR2056883	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	115	123	2015-06-08	SRR2056884	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	70	71	2015-06-08	SRR2056885	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	72	74	2015-06-08	SRR2056886	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	75	76	2015-06-08	SRR2056887	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	77	79	2015-06-08	SRR2056888	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	79	81	2015-06-08	SRR2056889	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	82	84	2015-06-08	SRR2056890	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	85	87	2015-06-08	SRR2056891	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	73	75	2015-06-08	SRR2056892	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	87	90	2015-06-08	SRR2056893	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	91	94	2015-06-08	SRR2056894	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	94	98	2015-06-08	SRR2056895	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	98	103	2015-06-08	SRR2056896	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	102	107	2015-06-08	SRR2056897	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	106	112	2015-06-08	SRR2056898	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	110	117	2015-06-08	SRR2056899	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	114	122	2015-06-08	SRR2056900	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	117	127	2015-06-08	SRR2056901	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	66	66	2015-06-08	SRR2056902	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	77	78	2015-06-08	SRR2056903	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	68	69	2015-06-08	SRR2056904	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	70	71	2015-06-08	SRR2056905	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	74	74	2015-06-08	SRR2056906	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	77	78	2015-06-08	SRR2056907	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	80	81	2015-06-08	SRR2056908	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	82	83	2015-06-08	SRR2056909	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	78	79	2015-06-08	SRR2056910	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	90	92	2015-06-08	SRR2056911	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	94	97	2015-06-08	SRR2056912	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	98	101	2015-06-08	SRR2056913	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	80	81	2015-06-08	SRR2056914	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	102	105	2015-06-08	SRR2056915	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	106	110	2015-06-08	SRR2056916	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	110	115	2015-06-08	SRR2056917	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	114	122	2015-06-08	SRR2056918	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	121	129	2015-06-08	SRR2056919	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	66	65	2015-06-08	SRR2056920	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	68	67	2015-06-08	SRR2056921	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	70	70	2015-06-08	SRR2056922	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	73	73	2015-06-08	SRR2056923	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	76	76	2015-06-08	SRR2056924	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	82	83	2015-06-08	SRR2056925	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	79	79	2015-06-08	SRR2056926	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	81	81	2015-06-08	SRR2056927	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
51	SAMN03765234	SRX1053787		2015-06-08	76	77	2015-06-08	SRR2056928	SRS956674	GSM1706500	hda6-7	Bisulfite-Seq	PRJNA172021	GEO	public	0	Illumina HiSeq 2000	SINGLE	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP014726	Columbia	3wk-old leaf tissue
